espn_id,id_home_team,id_away_team,week
401873096,14,12,13
401873098,1,8,13
401873100,3,30,13
401873097,5,4,13
401873102,10,28,13
401873099,18,9,13
401873095,19,25,13
401873101,27,24,13
401873103,7,15,13
401873104,22,21,13
401873106,16,29,13
401873105,17,2,13
401873107,23,34,13
401873108,26,6,13
