espn_id,id_home_team,id_away_team,week
401873023,9,29,8
401873026,2,33,8
401873031,4,10,8
401873024,6,22,8
401873030,8,16,8
401873029,20,13,8
401873027,23,5,8
401873025,27,1,8
401873028,30,11,8
401873032,14,24,8
401873033,7,12,8
401873034,15,17,8
401873035,28,21,8
401873036,26,3,8
