espn_id,id_home_team,id_away_team,week
401872948,9,1,3
401872953,2,24,3
401872949,5,29,3
401872954,8,20,3
401872951,11,34,3
401872952,15,12,3
401872956,19,10,3
401872950,23,4,3
401872955,28,26,3
401872957,30,17,3
401872958,25,22,3
401872959,27,16,3
401872960,6,33,3
401872961,18,13,3
401872962,7,14,3
401872963,3,21,3
