espn_id,id_home_team,id_away_team,week
401873010,3,17,7
401873011,18,23,7
401873017,1,25,7
401873013,10,5,7
401873014,16,11,7
401873015,20,15,7
401873018,29,27,7
401873012,33,4,7
401873016,34,19,7
401873019,22,7,7
401873020,8,9,7
401873021,13,14,7
401873022,26,12,7
401873009,21,6,7
