espn_id,id_home_team,id_away_team,week
401872995,7,26,6
401872996,30,34,6
401872999,1,3,6
401872997,5,33,6
401873003,11,10,6
401873001,17,20,6
401873000,19,18,6
401872998,21,29,6
401873002,27,23,6
401873004,14,22,6
401873006,12,24,6
401873005,13,2,6
401873007,9,6,6
401873008,25,28,6
