espn_id,id_home_team,id_away_team,week
401872980,6,27,5
401872981,30,21,5
401872984,10,34,5
401872982,15,4,5
401872986,17,13,5
401872987,18,16,5
401872983,20,5,5
401872985,23,11,5
401872988,28,19,5
401872989,24,7,5
401872990,9,3,5
401872991,22,8,5
401872992,26,25,5
401872993,1,33,5
401872994,14,2,5
