espn_id,id_home_team,id_away_team,week
401873124,24,25,15
401873125,21,26,15
401873126,2,3,15
401873133,9,15,15
401873131,10,11,15
401873130,19,5,15
401873128,23,33,15
401873134,27,18,15
401873127,28,1,15
401873129,29,4,15
401873132,34,30,15
401873135,22,20,15
401873137,13,7,15
401873136,14,6,15
401873138,16,8,15
401873139,12,17,15
