espn_id,id_home_team,id_away_team,week
401872964,5,23,4
401872965,28,11,4
401872971,2,17,4
401872972,3,20,4
401872969,4,30,4
401872966,19,22,4
401872970,21,14,4
401872968,27,9,4
401872973,33,10,4
401872967,34,6,4
401872974,16,15,4
401872976,13,12,4
401872975,25,7,4
401872977,26,24,4
401872978,29,8,4
401872979,18,1,4
