espn_id,id_home_team,id_away_team,week
401872656,26,17,1
401872657,14,25,1
401872925,4,27,1
401872923,8,18,1
401872924,10,20,1
401872659,11,33,1
401872658,23,1,1
401872661,29,3,1
401872922,30,5,1
401872660,34,2,1
401872928,13,15,1
401872927,16,9,1
401872929,21,28,1
401872926,24,22,1
401872930,19,6,1
401872931,12,7,1
