espn_id,id_home_team,id_away_team,week
401872932,2,8,2
401872933,1,29,2
401872937,3,16,2
401872939,10,21,2
401872946,17,23,2
401872936,20,9,2
401872935,27,5,2
401872938,33,18,2
401872934,34,4,2
401872940,7,30,2
401872941,24,13,2
401872944,6,28,2
401872943,22,26,2
401872942,25,15,2
401872945,12,11,2
401872947,14,19,2
