espn_id,id_home_team,id_away_team,week
401873066,34,11,11
401873070,2,15,11
401873071,3,18,11
401873073,6,10,11
401873072,8,27,11
401873067,12,22,11
401873069,19,30,11
401873068,29,33,11
401873074,24,20,11
401873075,7,13,11
401873076,21,23,11
401873077,25,16,11
401873078,28,4,11
